Puzzle,Givens,Singles,Hidden Singles,Naked Pairs,Hidden Pairs,Pointing Pairs/Triples,Box/Line Intersections,Guesses,Backtracks,Difficulty
..3..6.82.1.8..57..72..9.............3..7..........1.8.265..9....7....1.59......3,24,45,11,1,0,0,1,1,0,Expert,
......924...6....554...9.877........2...864.......1.92...5.........6..1.9..2.78.6,26,69,5,2,2,3,1,5,2,Expert,
1......8...4......75.1...2....9....626...1.....7..4...6.2....759...65.4....4.8.1.,25,155,17,3,0,5,0,12,22,Expert,
......3.7..9821....51......8.71.3...1..6......3..5....58.....3...3..768......65..,25,27,28,1,0,1,1,1,0,Expert,
.......61...2.....3.....5..2.1.5...84..81.23.........664..23...7.3.4.62...5..8.4.,27,143,20,2,0,2,1,10,14,Expert,
.367....2....3......92.6.8384........6....4....2.8..9..9.........78.1...61...97..,25,72,20,4,1,3,0,7,4,Expert,
..3........5..9.1..9..26..4...8....9..4....61.3........213..9....8.94...9...1.85.,25,80,8,1,2,4,0,2,2,Expert,
.37.9......9.856.1...........6...1..7.39...8295.....7.6.85.........28......61....,25,41,14,3,0,1,0,1,0,Expert,
.5.3.......7.91..24.9.67....2..5.....754....394.....1........4.6.....3...1..3.67.,26,39,14,3,1,2,0,2,0,Expert,
......872.9.......4...3..9.986....377.......6.3...2........7..3.254........9.54..,24,37,19,1,1,3,2,1,0,Expert,
12.7....5.75.3.14....2....3..2..4......3.9...64....5.....4...7...1.......6.5..3..,24,70,25,1,0,4,0,5,6,Expert,
.1...69....7..1...56.74......32......943..6.7251.6...4......24......2..37........,26,39,14,0,1,2,1,2,0,Expert,
...1..754......9...52..4..6....1....91....6.....4...35.26...5.3..9.32..7.71...2..,27,67,18,2,0,1,0,7,8,Expert,
..1..8.6496...32....2.5...8....2....4......9.8.3.....1..64...8..3...1.4....5...1.,25,39,16,1,2,2,0,1,0,Expert,
.3.47..1...19...3..7.........73.4........85..6..........31..64......38..86.....73,24,37,26,0,1,3,0,2,2,Expert,
91.6..3...7...9.....2....5.1.7...8..6.5.......2.....65...26..1....3.85..3..57....,25,44,14,0,1,1,0,3,2,Expert,
.........8..5..9..1.5.36...6..1......5..7...9....58....962......7...1..32.....7.6,23,59,9,5,2,0,0,2,2,Expert,
5....8.1..1..6....36.5.7.9....193..7....549..........1.5..71..47...4....98...5...,27,58,15,0,0,2,0,4,2,Expert,
27..3.51..5..1..48........359...32..3.......7..748.3...8..29.................71..,25,63,17,0,0,2,0,2,2,Expert,
.....71988.9.635..7.....3......74.16..3.1.........9...38......4..5...6......5..7.,25,74,13,5,0,2,0,2,2,Expert,
.3.8..2...4..168..1...2...3....4...8...6.5.....2.8.67........4..1.....5.5....43..,24,48,19,2,0,0,0,2,2,Expert,
..5.6.9.23.2......69.7....4.4..9.673.........9.....14.2...7...61......3..64.35.9.,28,83,23,4,0,1,0,7,8,Expert,
........4.8.532.1....8.7...8....4....2.1.......4....75.....8.573.546.1...1.2...6.,26,43,10,1,0,0,0,2,0,Expert,
9...74..5.4......6.5.32.......2.3.........89....78.5.4......2......5..49..48.26..,25,40,15,0,0,0,0,1,0,Expert,
6.........3.....6.271......4.........85.....7....74.8234...6.1....5..7....21.364.,25,48,7,0,0,0,0,1,0,Expert,
..1..63...3.......7...4...5.4.......5.6..18.....45..7..1......9.94.3.7.837...85..,26,39,15,0,1,2,0,1,0,Expert,
.1..3.87.5...6.1............6.2..43...4....6...8.......3...2...7...51..26..84.3..,24,71,18,3,4,4,0,6,4,Expert,
...1.......7...9.8..9..8.3.15......32.....51..738...9...2...7.1.8..6.2.....92....,25,129,26,7,2,3,4,18,28,Expert,
35..4....2...956...9.1.2..........6.....392..573..1..4..4.6..7........9.7.......3,25,65,16,2,1,3,0,2,2,Expert,
......6..2....4.15.1.2.9.3.....65193...8..5.........28...3...5.....51...34...8...,25,59,21,0,0,2,0,2,2,Expert,
....1...54......61..2...4...64..1..........5..3....2.....92...89.865.31.3.6..8..4,26,112,15,3,2,5,1,12,16,Expert,
.5.9..42.8...3..9..7.8.6......5..7..92.6..3.5.6.............2.6....2..3.3....4...,24,27,28,1,0,1,0,2,0,Expert,
.4....9....5.7..24.82....6..5.....9.4.9.....6.......52..6..5....9...8.7.1.7.2....,24,44,12,1,1,3,0,1,0,Expert,
....91......7.......7.285...1348..97..21..........23...9.....3..7......2....4.859,25,44,23,0,1,2,1,3,2,Expert,
.748..6...2..3.7.4.3...1.9......4...69......8.4.6123....3..8......4....7...293...,27,41,12,0,0,3,0,1,0,Expert,
.2.3...8.9....4..5.162...3.......9.....1....3.....35.16...2..9....4.1....425..6.8,26,64,16,1,0,0,0,4,2,Expert,
7..5..9.8....4..........4..5....4...8.9...52.3.67.........76....8.....5..37.9...4,23,55,11,2,1,5,1,2,2,Expert,
..3...4.........18.8...7..9.7...2..3.....154......87..1.97.5...7...1...5.38.2..9.,26,72,25,1,1,1,0,4,6,Expert,
3.....258.......6.........3.9.6.583.2.6.......3..1.4...4.5.9.8.1......2.6....3..9,25,55,6,0,0,2,1,2,2,Expert,
95....41.1....6.8......1.3..4....17....7.......3..8...5...7.3....7.3.84..8..9.5..,25,35,20,6,1,1,0,1,0,Expert,
.6.98.2..9...1..6...73.4......1...........32.4.......72.37..6...76.....8..4....9.,24,72,18,3,0,1,0,4,4,Expert,
..54.....3...26.1..2.81..96.....84...1...2....5.1..9....9..5......364..........3.,24,43,19,0,0,0,0,2,2,Expert,
6...2...51.9..6....253.....3...1.8..7..2...5.......2.729.13......3658.1..8..9....,28,35,17,2,0,0,0,1,0,Expert,
.1.....7.3.....8...789..4...4....9...8....567......31...58.6.....6.1....7...5...3,24,49,13,1,0,1,0,3,2,Expert,
...56....37...9........7825.3....6....6.28197........8.5.......2...9...66.9....7.,25,48,15,2,0,0,0,2,2,Expert,
9.....65..7...1..3..125.....42.....9.964.2...3.....7..4..9..1......14..7...73....,26,62,11,3,0,2,0,2,2,Expert,
.84...9..5...624..2....8.......2.38.......6.5...6......39.7.8..7......9.....835.4,25,38,26,0,0,0,1,3,2,Expert,
.5..24...2..7.....6.4...8.7...8.71..5...1...4.......9..8..4.7....1.....6.....2.5.,23,51,31,2,0,3,0,4,4,Expert,
3.......7.6...5...7....6.5.....2..7.8.3...24.9.2374.6..5..9..2...94....6...6..4..,27,80,15,8,1,2,1,5,6,Expert,
.79.4..2.4.192........5....8..2...9...3..9...2.5.....714.......957..43....27..8.4,28,50,24,0,0,2,0,5,2,Expert,
..5.....7..2.6....36...7........3......621....5..8...2.98.5..23....7..89.37..81.5,27,34,17,0,0,1,0,3,0,Expert,
6..8.5..253......4.1.......35....6..........9.9.5.6.312...3.8.......9.1......4...,23,197,68,6,1,7,1,26,46,Expert,
..53...1..932..7...2..78.....14...3.....325...8......9..87.4...........4...5.98..,25,59,12,0,2,4,0,4,2,Expert,
.3.....1.9..4.1.6..4.6...2...3.8..4.4.....2..5.19.3..821..........86....3...9....,25,63,14,0,0,0,0,2,2,Expert,
.4.9.........6......9...137........4...689...1..7..9..5......6.37.84...54.61.....,24,40,15,2,0,6,0,2,0,Expert,
18.3...2...3..19..5.7.62...3..5........7..139......6.8......29.......71.21...5...,26,90,16,2,0,2,0,11,16,Expert,
46....8.2.........2....69...9....38...5......82.9.3.54.....85.....5..43.3...69..7,26,53,18,3,0,0,0,2,2,Expert,
7.2....6.......15....57.2..2...54.385.......2..6.......64.2......5.37.1.37..4...6,27,48,26,1,0,0,0,4,6,Expert,
.7.5..6.1.....92.......6.8...1.78.....2...4.......1...25..6.....1..4...5.86..51.7,25,42,13,1,2,0,0,1,0,Expert,
...26....63.5......8.....592.93..7.....9...4.7.......5..37...96..........4.8..2.3,24,77,17,3,1,6,0,5,4,Expert,
3....4.......2.....1.75..82.......9....3......7.8...15....87.21......4784....5...,23,38,29,3,0,0,0,2,2,Expert,
..18..5.........185......2....2...9..6.3.41.....19.3..2..48...393........5...3..4,25,44,18,3,0,0,0,3,2,Expert,
.4..2.......6...197...58.....4....5......2.8.12..4....8..9......7...6.9...6..4..5,23,52,25,0,1,2,1,3,2,Expert,
7.2.5.1....6.17......3..6..2.4.6.....1.....8.8....4..3....2...85..64.......7.52..,25,60,14,4,1,2,0,5,2,Expert,
7....52.91..9...3.......6...1......539....71...2...98.95.1....8.....9..6.....31..,25,38,16,1,0,0,0,2,0,Expert,
.8.5..1...9..4.3.8.....1.5...5....7.71......384...3.....2..7..5...29....3...1....,24,28,27,0,0,0,0,2,0,Expert,
...3.......7..4...4.872....8...5...2.3.....6.2.5......1.6..37.....4....6.7.5.24.8,25,66,18,1,1,1,0,4,4,Expert,
7.5....6.3.68......8.5.....27..8.3.5.94.....2...4....8...7.3.2.9......365..6..9..,27,38,15,1,0,1,0,1,0,Expert,
.........6.24..1..754.....9..7.2....4.....6..29....8..9...8..26..16...8.....7.49.,25,70,23,1,0,2,1,5,6,Expert,
..43.51....69.1.2...36...9.3..............7..7....23...97......4....351.1....9.4.,25,37,18,2,1,4,0,1,0,Expert,
.......8248.......1......757...4...9..9..2....5.........5.6...4.48.75.2.2.18..6..,25,49,26,1,2,1,0,4,4,Expert,
.9.15..8..7.68.9.....9..6....487....1.74.5....6...9....5.7...4.84....2........1..,26,42,14,1,1,0,0,4,2,Expert,
6.......7.3965......5.....4....62.48...3...7.....84...82..9...5.57.....69.6......,25,45,10,0,1,1,3,1,0,Expert,
1....8..5..72.49..28..96.4....1.....8.......7..4..9...4......5.....5...4.5..8.61.,25,30,25,0,0,0,1,1,0,Expert,
.4.2...1.9.2.6............6...83.26..18.....9...7.4..3.3..7......4....3229.4...7.,26,37,17,1,0,0,0,1,0,Expert,
416..........3.1.4..9.........9..7.5.....4.1...5.1.692..3..5....6..2...9.57....26,26,61,19,2,0,4,0,3,2,Expert,
.5..7....6........12.......4.......3..8.165.4...8........6.31.5.1.5....88....4.7.,23,51,21,2,1,1,0,5,4,Expert,
......79.48..........6.....8...741..2.......96..8.94.7....625....2..8.1.51......4,25,42,13,0,3,6,1,1,0,Expert,
.3749.6....6.2.74.42......9.4...63...9..8........4987........6.....7198.........1,27,62,18,0,0,2,0,5,2,Expert,
7....4.........8....1...6...8562.7.....4....3.6..371....4..8..1.....3....1...23.5,24,48,25,1,0,4,0,2,2,Expert,
6..4...927.8...4...3....7.......6...5......6..7....8.3...2....5.6.7.9.8..42.536..,26,77,17,4,2,0,0,6,8,Expert,
...34...21..........682.79......3.1.71.......9.27.8....4.....3.38.9..6....94.....,25,36,19,0,0,0,1,1,0,Expert,
.....5.29....61.....74..3....3.....74.9.......2..9..........7.463.17..9....2.9..5,24,53,18,0,0,2,0,2,2,Expert,
..412........53...358.4.....4.68.51......4...682.9..34.36....8...1......82.36....,29,56,4,0,0,0,1,2,2,Expert,
..6.....1........2.8....75...32...4.2.4658...17..34........3.28....6......7.1.6.4,26,123,23,2,1,3,0,12,18,Expert,
7....924.....6.....56.2.8....3......5.29......8............298...48.7.63..83.6..5,26,76,2,1,2,2,1,4,6,Expert,
.1.9......7..4...6....5...7..1......5....821.29.1...64...8.4....4...67.5..6.9....,25,38,17,1,1,9,0,1,0,Expert,
..139...2..2.............654...3....31...7......5..9...5..4.6.9.7.1...5....2.5.3.,24,40,16,1,0,3,0,1,0,Expert,
6....5.....4.9...8.7.8.42....6287......4.9.......6....7.89..61..9.71.4..........2,26,53,10,1,0,2,0,3,2,Expert,
......4.......6...2...7.....4..6..3..8.93.6..32....18....1...7.47..8.9.21....98.4,26,49,17,1,1,3,0,2,2,Expert,
.......9.1..6.83.4..3..1...4.........6.1..5.....54..86.56..3.2..3.......2.18...5.,25,72,26,3,0,0,1,8,10,Expert,
.7...3...2.....3..6..71.8..3...8.1.6..5..1......93....75.1692.......8...13.5....7,27,37,16,2,0,1,0,1,0,Expert,
6.59.....9..1...7..2.83.1.........8..3.68.......513...791....6...8...3.2.........,24,52,18,1,0,0,0,2,2,Expert,
8.3..162..7...8...5.1..6....1.8.........9..51..2.3..9.7...63.....8....6..9.......,24,61,13,1,0,0,0,4,4,Expert,
...15..67....7..8.......4......8....67.9..3..8..36...4.457..........69..36.4..1..,25,89,15,0,1,2,0,7,10,Expert,
.....5.1.6..2...3.....9.8..435..8..1.91.6..8..........2...3.94...35.......8...65.,25,45,18,0,0,1,0,3,2,Expert,
7..93.8.2..4.....63.....9...76.84....3.5...9.5.26.9....4.....23...4...6.........8,26,78,15,6,1,0,0,6,10,Expert,
........6..68..27.......5.....4...1...5...3.7.32.6.....6.3.784...8..5..1.241.....,25,69,20,3,1,2,2,4,6,Expert,
...8..9...8....47.....2.8..39...6...247.39.....6........3.8.74....9....2..4..5...,24,40,15,2,1,0,0,2,0,Expert,
46...............73......89.7..8....98.3...4.1.469.7..89.73..1.5..9....3....4..6.,27,39,14,2,2,2,0,1,0,Expert,
9.......7...1.......8.2..4..5....3..1..4..5.2..9.8.1....7..9.3....24......48...9.,23,56,15,1,2,3,0,3,2,Expert,
9.5.....482..9...6...1.........1.6.259.6......7....1.......8..1.67254...2..7.....,25,23,32,0,0,0,0,1,0,Expert,
......8.4...6....3....83.........4..4..91.3.2.63.4..891...3.7......6..182.8......,25,42,14,1,0,0,0,3,2,Expert,
....32.68.7...53.1...76....6.8.5..........1.2.15.7...6..1.8...5.64.......3.......,25,93,11,9,1,3,0,10,8,Expert,
.8...479.2.7..185..........3..........8.....959....47..4.5...2.91..8..3...3.....1,25,41,14,2,0,0,0,1,0,Expert,
...........2..8.1.3.9...8.....4..75....5.7.9.2...91.8..4..75.....8......59..12..3,25,39,14,3,2,4,0,3,0,Expert,
.4....271.7291.6.8.....4....6......73.....9....9..2.3........6..21.4.89..97.....2,27,45,8,0,0,0,1,1,0,Expert,
5.6......27.............8..327........127...5....6..3.....58..3..36.7...1..3.296.,25,50,13,0,0,0,0,2,2,Expert,
25......1.7......2.1..43......5.6..4...81........2.165.8.3....65..76.82......4...,26,63,11,2,1,2,0,3,2,Expert,
...69...5....45...5.78.34.981......6.........3..7...1...6......4...7.5.3.9..54...,25,40,15,1,0,0,0,1,0,Expert,
.294...3..46.1.8.9........5..12....8.63...2......3.46.9....1.......5...2658......,26,44,10,3,0,1,1,1,0,Expert,
.....4..2...967...73..........4...16....3....3.8..29.7.6.....2...72....84.9..37..,25,41,28,0,0,0,1,3,2,Expert,
..9..5..15.21..37.....7....3.541..............975.3....6...249....3......7..96...,25,47,8,0,0,0,0,1,0,Expert,
12.5....4.3.9..6.5..6...8216..4.95.8.4.....32.....29....3...........4......6.8...,26,54,11,1,0,1,0,2,2,Expert,
4.6.1...3.8.4..12....7...6.....6.83......2.71......6....2.4..1......8..7.3....458,26,44,10,0,1,0,0,1,0,Expert,
9....4..8..2....97......46.4..8..651........26..7..9.....15..2..8.......5.1..974.,26,63,15,0,0,3,0,5,4,Expert,
..369.5.4.7.1.........8.3......1....54...8.....7......71.9...85..6...9..3...641..,25,41,14,3,1,1,1,1,0,Expert,
..9..85...14..6......7..1.848....6.99.5.....7.......1...7.5.....5.6.1......2.9...,24,57,13,4,0,4,0,4,2,Expert,
5.....9....95.2..4..26.8.1.8....3..6.9.....3.2.3..51..3.62.4....4..........81....,26,39,13,1,0,3,1,3,0,Expert,
..9.15..75.16...9.86..4..1.......9.2.......5.....2.4.6.......7.......6.56258.7...,26,81,8,2,0,1,0,6,8,Expert,
.......6..6..83.15...5.249..9.4.65....5.......412..8....6.5.1.....6.4..3....21..4,28,40,12,0,0,4,0,1,0,Expert,
..7.68.2.....74..9......8.....2.6.94.5.....1...6.9..7...2.4.....4...5..6...62...5,25,44,11,4,1,4,1,1,0,Expert,
.36.9..7...58.6................7.2.8..1..2.5....95.71.....2.9..618......2.9.....5,25,81,11,2,1,2,0,3,2,Expert,
.6.53.2....92....7....69.5........7.726..548..8......55....8..4..........743...2.,26,62,19,1,1,2,0,4,2,Expert,
.52...31.....8.9...9...3.84.1.....6...4..5....3.24...........9.5.....8..2..9.1...,23,36,21,0,0,3,1,4,2,Expert,
...6....26.............7..1.1.7..3.9.......488...3.6.7.7...6....9...1.743.2..91..,25,42,13,1,0,1,0,1,0,Expert,
.9.5..7...187..............5..6...13..6..8..9189.376........526.......3...28.1...,26,43,20,1,1,0,0,2,2,Expert,
