Puzzle,Givens,Singles,Hidden Singles,Naked Pairs,Hidden Pairs,Pointing Pairs/Triples,Box/Line Intersections,Guesses,Backtracks,Difficulty
..4....6...86.97...79.248.1.....5..215..72....8........4.....7...2.1...6.......4.,25,42,14,3,0,3,1,0,0,Intermediate,
7..32.9.........31...9..4...9..1....1....7...6........2.35...69..5...3.......4.75,23,43,15,1,0,0,0,0,0,Intermediate,
..1376.......926.....8...4....13...9......4...29....8.3....8.............429..81.,23,40,18,3,0,1,0,0,0,Intermediate,
2..3.78..5..9....13...6.......78....8..5.2.......1.....2.....1513.8...6765.1.....,26,48,7,4,0,0,0,0,0,Intermediate,
3..2......9.8..2.......5.49.....1...8..324..72....9...4...5.97..3......2.52.7...4,26,39,16,1,0,0,0,0,0,Intermediate,
.........6..394.....9.6....5.....8..4..5.723.7.38.......7.....8.62..93.7....3..4.,25,38,18,1,0,0,0,0,0,Intermediate,
1......2.....64....8..7.3....1.52.7......1.6....843....35...8.7..2.....5...48....,24,47,10,0,0,2,0,0,0,Intermediate,
1.7...3.2.26..3.......8........26....5............7918..5..2......351.86....6.2.3,25,41,15,2,0,0,0,0,0,Intermediate,
....7...6...2...4.57.3..2.............254.7.....7.9...3..4.51..1......2.6.4....9.,23,36,22,0,0,1,0,0,0,Intermediate,
...3..5.4..........9.4.573...9...62..5..3.9...12.....3...7..2....6....9..2....315,25,43,13,1,0,1,0,0,0,Intermediate,
14...3.6.6.........7..8...3861...3.........1........487....49.142.7.......9.3...6,25,46,10,1,0,0,0,0,0,Intermediate,
.....9652.476..9........7.....9..1......1...6..9...3.5..2.6...3.763.14...14......,26,43,12,2,1,0,0,0,0,Intermediate,
..629.....751..........7.9.3..8..........5.6....3..2...2...85...5.9.3.86.9......3,24,42,15,0,0,4,0,0,0,Intermediate,
.9.4..7.6.87....4...3..9.....42...6.268.4..97..1.9...3.....6......3.7.......2..3.,26,27,28,1,0,0,0,0,0,Intermediate,
43.6....7..9..53.17......2.5...3.2.....25.............3..79..6...7.6...229.54..3.,27,41,13,1,0,0,0,0,0,Intermediate,
.47.5....3...1....5...2.7.3......9....39..48...8......2...3.5.8.9.1.5......4.....,23,43,15,2,0,0,0,0,0,Intermediate,
...1...9.....86...3.17....2....7...8......6.32.....5....2.1.87.6........8739....5,24,34,23,1,0,0,0,0,0,Intermediate,
..2946..73..1......1.2.7..4.54..........9.75..9.65.1.......2.......1.......36...9,25,39,17,1,0,0,0,0,0,Intermediate,
95.82..437...9...2...5...91...........8.375.41.7.5...829...................4...7.,25,40,16,1,0,0,0,0,0,Intermediate,
89....4.1..6........7......4.......9..8...7..162..4.3..8...9.64...2........63..1.,23,40,18,2,0,0,0,0,0,Intermediate,
.49...3..3..8...4..8...1.........9.7...4.3...9...8...........5.791......8.5...23.,22,34,25,1,0,0,0,0,0,Intermediate,
..86.3.7.6...75...5..8.1..21..4..5272...1.....8..5...4........87.2..86.1.........,27,47,7,0,0,3,1,0,0,Intermediate,
..54.89...2.9.6.8...3....1..4.18..............1.....9..54.9..3.19..6.8...382.5...,27,39,15,1,0,0,0,0,0,Intermediate,
..4......1..6.....3...51..2.....9..59.8..3.1.6..2..3..58.3......2..9.6.3...1..58.,26,29,26,2,0,0,0,0,0,Intermediate,
..7..3..2.....65..9......7..7.61......95..24...4..7..6....4.9.5.12......3........,23,45,13,1,0,0,0,0,0,Intermediate,
...163......5..2.....47..9..2.....6..943..1.71.67...59...9.15..........19.164....,28,43,10,1,0,0,0,0,0,Intermediate,
..3.59.2....6.25.4..9.....354..6.2...1..........1......95...8.1.....1.42....9.3..,25,37,19,2,0,0,0,0,0,Intermediate,
..8...4.5....419..5....3......89.6.....6......2..14.....1.36.9...9.2....3.4....28,25,37,19,0,0,2,0,0,0,Intermediate,
.36......7.26.5...89.1..7.......1..7..3...1.91.....63..8......1...3..962..9...58.,27,35,19,1,0,0,0,0,0,Intermediate,
.8.9.7.2......5.37...4.8...83.7..5.9..7.......5...6......5.3.9..4.....63......7.2,25,53,3,1,0,0,0,0,0,Intermediate,
9..15..4.....9..2..15.6..7..5.6.....2.15...9.4.......8.68.2.1.............2.8....,24,42,15,2,0,2,0,0,0,Intermediate,
.1.........23.8..6.....6.8..93.52......8.....6.1..9..7.....123.2..76.1....8......,24,39,18,1,0,1,0,0,0,Intermediate,
...9............6..2..8..........15..145.7...68..2.9..76.215..8..8....7.5..7..2..,25,36,20,1,0,0,0,0,0,Intermediate,
....7.2....9..53..13..92..7..5.....9.6.....54......1...7.........654...1.1.....6.,23,46,12,2,0,0,0,0,0,Intermediate,
.......51.2...8.....7..6..2....39..5...8.....7..1259.3.8.....1....3...6......73.9,24,53,4,1,0,0,0,0,0,Intermediate,
.......9.....82..4.....43.6......9...39.5.8.2..6....73.....82.5..47.6.....8..9...,24,51,6,0,1,1,0,0,0,Intermediate,
...26.3.1.1..4...6.26.....73..8.......7.......8...4....7.5.81....8.....5.5.1.324.,26,37,18,0,1,1,0,0,0,Intermediate,
47391.8...........28..4..9..3.2.8.4..4...3.....7.9.1.8..........12.3.....6..8.7.1,27,40,14,0,0,2,0,0,0,Intermediate,
3...........2.1.....4...635.1.......6.7..8.....5...7.6..2...4..5....6..8..83..2.7,23,43,15,1,0,2,0,0,0,Intermediate,
...87..1...4...3.....6..7.....2.96.......7......31......84.3.2.1...2.94..9...6..7,24,46,11,1,0,0,0,0,0,Intermediate,
12..........39..1295..1.6.....73........2...17....6..5..6.4.92..7.9..5.4..4......,26,46,9,1,0,3,0,0,0,Intermediate,
8...........5...42.......5693....5.1.....24....6.....3.7...529..5.94.....4...3.1.,24,42,15,0,0,1,0,0,0,Intermediate,
...6...3..27...4....6.9..2.34.9....8.6.8....41.23.......1.6...9......7.......7...,23,43,15,0,1,2,0,0,0,Intermediate,
8....5...9....351...1...7343....9.5.........3.8.....2.....2...97..45.....2.1...4.,24,42,15,2,0,0,0,0,0,Intermediate,
7..6..814.3....9...8..9...5.........1..3...4...9.6...8...9.7..68..1....9.....41..,24,34,23,0,0,1,0,0,0,Intermediate,
.74...1..3.92........4....7..3...2....1.97.4.......81..2...8..6...93......8.4...2,24,36,21,1,0,0,0,0,0,Intermediate,
..64.9...18........9.....2....2...4..1.....8...5.1........9...4368....955..6..1.2,24,45,12,1,0,0,0,0,0,Intermediate,
.63.2.....8.56..4..4.9....2...3.82...154....3....1.6.......341...........9.......,23,41,17,2,0,0,0,0,0,Intermediate,
.98......26...5.8.3.....4....2.3......5......41..825.....4..2.......8.516....9..3,24,45,12,4,0,0,0,0,0,Intermediate,
.681..74.74..5.1..............3.42.....8...13.7............6...1.3.7..2...75.....,23,38,20,0,0,3,0,0,0,Intermediate,
.2.4......8....5....48....1....9...4..2.61.5.6..25.9...6..........1.....54..7..9.,23,33,25,2,0,0,0,0,0,Intermediate,
.841..97.....4..8.6.2.5..4.5....72.4.......6.......8...65.1..9.7.......1..9...5..,25,47,9,1,0,0,0,0,0,Intermediate,
9....8.....7..28...42.73...1..5.....7..9.13.4.......59378..5.....9...2...5....7..,26,41,14,3,0,0,0,0,0,Intermediate,
....3.68.6.8...4.....1..9..89......6...4..1...7.....5.......5313......4.4.95..7.8,25,46,10,6,0,1,0,0,0,Intermediate,
.2.6.8.4..987.4..........91......7.581..............6..84..12..2...8.1.95...2....,25,36,20,1,0,1,0,0,0,Intermediate,
.....6.7.4..3.7.6.8...2.9.1.9.1.......8........16.3..7..94.1....3........47938...,26,46,9,3,0,0,0,0,0,Intermediate,
51..6..8.7.....4...94.1........4..........56718.......6..8..7.4......2.9.791...5.,25,43,13,1,0,0,0,0,0,Intermediate,
64123.9..39......4.......3...435....1.5...8...6.1.852..3....6......6...95......8.,27,45,9,1,0,1,0,0,0,Intermediate,
4..8.316..3.......67.1..2..1...8..7..4679.3.........969..4.....812.........6.....,26,44,11,3,0,0,0,0,0,Intermediate,
..9.2..6.6.3.491..2....1..58...1...4...8.............1.5..9....9.2.6....1..253.9.,26,42,13,4,0,2,1,0,0,Intermediate,
..92...4..286....3541...6..........9....6243..3...9....5.8........5.1.....3..489.,26,47,8,2,0,0,0,0,0,Intermediate,
.4..1..............13.54....5.4.6....9....68.4.8..7...9..7..4.55...431.7......3..,25,41,15,3,0,6,0,0,0,Intermediate,
....7...9..32.......8.....1....4258..715..2...4.....9..34..1.....93..7......2.41.,25,46,10,1,0,1,0,0,0,Intermediate,
..3.6..5.1...8...679.5....1.1...2.67.68.1....2..9.....8.........7.3........1.83..,25,41,15,1,0,0,0,0,0,Intermediate,
..9.....7.5.6.....7..1..45..6..3..9...7..........1..3.91.2...4.4.39.6.75......3..,25,39,17,1,0,0,0,0,0,Intermediate,
.8.7.....1..9.3.......65.....9..16.443.....7...647.95.7..13....3.........4.6.8..7,27,48,6,1,0,0,0,0,0,Intermediate,
18..35..6.5.62...4..618......9.......21.6.598.......3...8.......15.9.6..3......51,28,37,16,2,0,0,0,0,0,Intermediate,
4..1..93...3.5.7.........5.51.9.3...8....5.94.....1.....5..9.1...2.4.....48......,24,34,23,2,0,3,0,0,0,Intermediate,
.2...1..85..84.61...9..324.6.35......9...43.....9.....3........26....1...58..6...,26,44,11,2,0,0,0,0,0,Intermediate,
..8.92.3..2....7..369.7....1.6......8..6.....93..17...6.....3.9.7...9.25....6....,26,31,24,1,0,0,0,0,0,Intermediate,
.....67..7.4.2...3.6.3...1.1..8..9......1.....9.4.....2...374.9.8..........19..32,25,51,5,1,0,0,0,0,0,Intermediate,
43.....9.7...1..63.......82.1.28.....6.13.8.7..764....1.9...6..6......1..73......,27,43,11,5,0,0,0,0,0,Intermediate,
5...32.....615......14....2.....8.6...82..1.4.4......8..5....83...61......4.9....,24,46,11,2,0,0,0,0,0,Intermediate,
....9.....9..84........61..6..83...9.3....84......7....8.3..5...6...148..54.6..3.,25,43,13,0,0,1,0,0,0,Intermediate,
..1....8.......2.14.8....3983.......2...9.84.5..17...3..2.4.5.....3........5...74,25,37,19,1,0,0,0,0,0,Intermediate,
...9.4..1..72.89..5...7.8...9.56.17.1..7..5.2..6.....9..81.......1.........8.....,25,45,11,1,0,0,0,0,0,Intermediate,
.....5.7.....3...68..6..29..37.......2.1.....1.68..3..........85....9.6..7.....59,23,45,13,1,0,0,0,0,0,Intermediate,
7..5.4.3.6........4.96.1...1...........7..9....8........491.67..3..7...5...8.6..3,24,45,12,0,0,2,0,0,0,Intermediate,
476..1.3...............57.6.....8.23.6.2.......87.....2......147...4..82.5.......,23,34,24,4,0,0,0,0,0,Intermediate,
.......7..7.246.3....9....86...2379...4.1...2.8......6.9..8...71.3...........24..,25,41,15,2,1,3,0,0,0,Intermediate,
.13.......29..36......9..4.1...3......2..1...85.24.......5....9.......2.3.461.5..,24,37,20,1,0,1,0,0,0,Intermediate,
5....7......98.......1.5...9.6......2.1...7.98.5..32......6..95....3..1....7.93..,24,36,21,2,0,0,0,0,0,Intermediate,
4.....2.55....1.6..8.6..13.35..1......82.63...264...81...5..47.........8.......26,28,40,13,1,0,0,0,0,0,Intermediate,
....6..852...5.1........4.3....7........1..6.3..8....47.4532....6..415.21..6....7,27,44,10,1,0,0,0,0,0,Intermediate,
..4..8.938..3..7.4......5...35..1...9.........81..6..53..7...6.45.1.3..8.6.......,26,36,19,2,0,0,0,0,0,Intermediate,
.61.....2....7.54.7.5..8......5....4...41..56...3.6....2......3...165....1....7..,24,39,18,1,0,0,0,0,0,Intermediate,
..8.217....6.....9.7..5..12....7..86....8....3.1..9...6....7.3.5...3.19..........,24,38,19,1,0,0,0,0,0,Intermediate,
.2....1.8....3..........6.......62...4...7..5.612...47.5..74.....76...348..3.....,24,43,14,3,0,0,0,0,0,Intermediate,
7...6...4.....3.........8.9.8.35.2..9.5.2.3.......8.9...4..5..6..89........472...,24,40,17,1,0,0,0,0,0,Intermediate,
3...16.7........34.54...8...7..2.....41.8...5...5..6...2...7....85...........8..1,23,47,11,1,0,0,0,0,0,Intermediate,
..5...39....19....8.6...5.......8......6.......3251.86...9..6.3........7..7.3.25.,24,42,15,1,0,0,0,0,0,Intermediate,
...8....2....937.........54.24..6......9...8..9..87..6...6...4...7.....8.435..9..,24,43,14,1,0,0,0,0,0,Intermediate,
6....38.417.....6..83....9..14..9..8...7........2..431..1...6..9....7..3.3...4..2,27,38,16,1,0,2,0,0,0,Intermediate,
....29....94..7.8...8.4.2..4.517.3...3.....2.....8.7..7.9.58....8.......5.2.3..4.,27,33,21,1,0,0,0,0,0,Intermediate,
3.9..45.6...91...........7.9..3.7.5..35.6.8....859......48.....68..5.4...7.......,26,39,16,1,0,0,0,0,0,Intermediate,
5987....2.2.........3..89.7...2498....7..3.........1...3.1.....9.......4..1.57...,24,40,17,0,0,2,0,0,0,Intermediate,
..7.1.2.4...3.......47....8..2...6.1.3.4.....1.....7.....248.1.....9...24....3867,26,41,14,3,1,1,0,0,0,Intermediate,
6.34...1.4...1............7..8........18.....94....7.6...38..65.3.6.4..95..9..14.,26,43,12,2,0,0,0,0,0,Intermediate,
..7..6....62..1...9.........2.1...73.7.5.24.9..13....5...9....71...5...4.96......,25,41,15,2,0,0,0,0,0,Intermediate,
.9.84.2.5.2...3.794..7....8...3......79.5..8.13..8.9.....9.5.47...4.........21...,28,43,10,1,0,2,0,0,0,Intermediate,
...7.4.8....986.7...3......3.4....5..2.....6967....2.8.....7......34.......825.97,26,40,15,2,0,0,0,0,0,Intermediate,
.5..4....1..5.8...3.2..68.541.3.2....8.............3..6.8..7.4..7..2...3.2...51.8,27,34,20,2,0,0,0,0,0,Intermediate,
..975.4..5.....6.....46..9.87.54.16..1..9..2....2.....6.5...8..29.........76.....,26,41,14,1,0,0,0,0,0,Intermediate,
.2.........57.3...9..624...76...2...5.3.4.......9.63.5..7.8...4..6...5.......9.27,26,47,8,3,0,0,0,0,0,Intermediate,
..4.5...........7.2..4.1..3.....76.....16..87..523..........2....7....34.31..4.65,25,40,16,2,0,0,0,0,0,Intermediate,
.98.3...6..68....4..1..7.2.9....17..6..3.....12..6.4.....7.3...84....3.....94....,26,43,12,1,0,3,0,0,0,Intermediate,
....5.6..96....32........4............9...58.3.852.9.4......27.23..9...65.43..89.,27,51,3,1,0,0,0,0,0,Intermediate,
14..........6....2...........526..74..8..763...45..2.18.1.2..63.7613....23.8.....,29,46,6,1,0,0,0,0,0,Intermediate,
...3.......9...4.......95.8..7...26..84...9.39....4...6.5....7..3...7.......4.652,24,45,12,1,0,1,0,0,0,Intermediate,
4...89.....62.4.5....51......8..1.4..1..75..2.7.....9...5....2.92.....1......6...,24,46,11,1,3,2,0,0,0,Intermediate,
6......4.9....4163.2....5...1.63.2.....1..95.2..9.56..4......2...3...8..1........,25,44,12,1,0,0,0,0,0,Intermediate,
..8..7.......182...29...4.....2..3.9....86.7.6..3....4..........93....8.....9..46,23,40,18,1,0,0,0,0,0,Intermediate,
...6.2...3.1....4.9.....21..1..56.........3.......94676594...2...2......43...5...,25,37,19,1,0,3,0,0,0,Intermediate,
...5.9631..2....5...91....4.1.4...2.2......95.7...5...3.........6...47.......7...,23,32,26,2,0,4,0,0,0,Intermediate,
...4.5.3.5.....6.2.7.62.1.....9.........7....6.4...92...3.4........3..41..5.693..,25,49,7,4,0,0,0,0,0,Intermediate,
.16....7..2...89...7..61..5........9.....26........14.74..16...2...7...1.6..942..,26,23,32,0,1,2,0,0,0,Intermediate,
..3......2..75....6..1.2.4.....39.12.56..1..71.....5.....6.......2.....47.4.....1,24,45,12,3,0,0,0,0,0,Intermediate,
.....25.66....8..4.2...3.7.....57.4..57...3.2.182.......6..4.2........18...3..4..,26,45,10,1,0,3,0,0,0,Intermediate,
9....6......93....23..54..13..26....76........5...1....1..9.3.24..5.21.6......4.9,27,40,14,5,0,0,0,0,0,Intermediate,
....8...264.57.......4.....26..4..8..1.6....77....859.....2.9.....79.....52..17..,26,46,9,1,0,1,1,0,0,Intermediate,
157..2.3..............5.71871..9.6..3..8...796.9........6.......8....3.55.39..8..,27,31,23,2,0,0,0,0,0,Intermediate,
..16..9...8..4...6....583...5......4.4.........621...8.......19.28......5.9.8.46.,25,38,18,1,0,0,0,0,0,Intermediate,
....1....8....4.....9253.1...5382...6.....5...2.........1.......3.4...8.542.61..3,25,31,25,5,0,0,0,0,0,Intermediate,
...1...4.8.2.......14..38.6...31......9..628..81...46............3.4.617.9..2....,26,38,17,2,0,0,0,0,0,Intermediate,
1.........6....37...9..1.6.2.....1...4..1..27.9.6....5.52..4...91..5......62....9,25,39,17,1,0,0,0,0,0,Intermediate,
3...7..96......4.3...........6..39.7.9425.3.8.....8....42.3.....7..2..5...576...2,27,37,17,1,0,0,0,0,0,Intermediate,
.8.................52...783..12.7..4...84...68..51..277..6...4..137.....5..1..2..,27,43,11,0,0,4,0,0,0,Intermediate,
5.97.13...62..9..1...52..764.6...127..1.....4..3.......4..7......5.9.......1.....,26,46,9,1,0,0,0,0,0,Intermediate,
6..7.....32......44.725....8....5....123...5...3.....6....6..3..5...8.1.......7..,23,41,17,2,0,1,0,0,0,Intermediate,
.6..47......61..9..47..3.8.....9.12...........31...8......6...3.23......8.....4.9,23,33,25,1,0,1,0,0,0,Intermediate,
...3..9.7........445...6....69..532.....79.4..1..2.6..3...................74...91,23,46,12,3,0,0,0,0,0,Intermediate,
..8.7.5...5.....1.3....9.....76..35.8.....1.9..9.....85......4....4.7....4...3..6,23,37,21,0,0,2,0,0,0,Intermediate,
9.4.8...2..3.54...2.......84...9.68.3...6.21....4.5.9..1.....2............8..9..6,25,42,14,3,2,0,0,0,0,Intermediate,
.32.....949.....2.8..3....7.1.8.6....4....6..78..39..1...71..........9.2.7......6,25,32,24,2,0,1,0,0,0,Intermediate,
.9...1......6..3.12.18.3.4.8...9.4.....1.867....26.....86........7...2..4.....8..,25,41,15,0,0,2,0,0,0,Intermediate,
..9.3..24......9.5....61....274.........9.13..1....5...........6....2.51....54.6.,23,43,15,1,0,0,0,0,0,Intermediate,
..5.41..8..159.6..49..8.5...5.7..9...........12........4....76..6.9.8.417...5....,27,36,18,3,1,0,0,0,0,Intermediate,
...3.2......41.3.........8..8.....1..457.....7.3.85..4.246........23.6.5.5...7...,25,42,14,1,0,1,0,0,0,Intermediate,
7.8......64......7..1.9..4.8..2...........5...2....6..1...5...69.5..4.7...48.729.,25,36,20,1,0,0,1,0,0,Intermediate,
......9..7..1.3....9.5.6..3.6..4.....17..92....4..1..6.4..2.........4.5.6.....71.,24,39,18,2,0,0,0,0,0,Intermediate,
....7.8.29.2..37.....5.9.132.86.....7.198.....36.......6.......5.3...6....92....1,27,48,6,0,0,1,0,0,0,Intermediate,
..1.853.....63.7....21....92..7..5.66...5..9.3...9....1..87.....5......1.97......,26,39,16,3,0,0,2,0,0,Intermediate,
..89.4..3.6..87.15.913.....9.....8.....4..7.18....63.9...5......5.....8...4.....7,26,45,10,3,0,2,0,0,0,Intermediate,
5......2......8....9....846..53....728......97...8.2..4.2.659.8.........96....4..,25,40,16,1,0,0,0,0,0,Intermediate,
....538...1.8.6.2.....924.5..8.......43..56.25........1.....9.84...69....5.....4.,26,46,9,2,0,1,0,0,0,Intermediate,
....1.......7.26......3..2837...4.....4...21.....26...4.1....7....8....3.....5.4.,22,51,8,0,0,3,0,0,0,Intermediate,
...4......4...1.8.....9....5....4632..65..84..9.....5...82..36.9....5...3.1.48.9.,27,44,10,1,0,1,0,0,0,Intermediate,
...24.........31...5.7......61..25.34...3......71.6..469..5.....7.3.4...31......9,26,49,6,2,0,0,0,0,0,Intermediate,
.........2....956.3.....2...4.15...9...7.6....1.2.3.7..2..6......45...3.9...74...,24,36,21,1,0,0,0,0,0,Intermediate,
